Mean	Edge	Peak	median	beta	SINR	Fairness
11.11	55.91	4.67	5.64	0.73	5.00	0.72
11.12	85.82	4.65	-5.49	0.49	10.25	0.72
11.14	87.93	4.22	1.96	0.52	9.50	0.73
11.18	61.62	5.43	6.35	0.70	5.50	0.73
11.23	78.26	2.95	2.09	0.58	7.75	0.74
11.27	86.30	5.25	3.27	0.55	8.50	0.74
11.28	51.12	5.66	5.91	0.76	4.50	0.72
11.28	23.60	5.89	8.02	0.82	3.75	0.71
11.32	10.25	11.12	8.37	0.88	2.50	0.69
11.44	18.93	9.60	7.82	0.85	3.00	0.70
11.46	70.57	5.25	6.13	0.67	6.00	0.73
11.56	38.29	6.37	8.35	0.79	4.25	0.72
11.83	73.96	2.95	5.22	0.64	6.75	0.74
11.97	88.83	6.35	2.90	0.55	8.75	0.73
12.05	71.47	2.92	3.78	0.61	7.25	0.73
12.07	16.14	9.91	9.55	0.85	3.25	0.69
12.22	58.78	6.92	5.84	0.70	5.75	0.72
12.33	80.45	8.31	-8.23	0.49	10.50	0.70
12.43	53.74	5.50	9.37	0.73	5.25	0.72
12.46	47.96	7.16	9.22	0.76	4.75	0.72
12.52	76.54	5.37	2.60	0.58	8.00	0.73
12.58	15.82	9.04	11.75	0.85	3.50	0.70
12.62	68.64	5.77	8.71	0.67	6.25	0.73
12.63	86.46	7.96	-3.56	0.52	9.75	0.71
12.76	22.93	8.31	9.96	0.82	4.00	0.70
12.77	79.92	8.00	2.61	0.55	9.00	0.72
12.90	70.96	5.81	2.73	0.61	7.50	0.72
13.26	77.25	8.09	2.80	0.58	8.25	0.72
13.35	59.48	7.37	6.25	0.64	7.00	0.71
13.44	9.16	9.91	14.42	0.85	3.75	0.69
13.68	73.77	9.65	-6.04	0.52	10.00	0.70
13.68	29.70	10.05	9.39	0.79	4.50	0.70
13.71	74.97	8.67	1.15	0.55	9.25	0.71
13.72	42.44	10.38	9.37	0.76	5.00	0.70
13.78	62.22	8.60	9.77	0.67	6.50	0.72
13.86	50.06	10.82	9.97	0.73	5.50	0.71
13.88	17.59	10.66	12.55	0.82	4.25	0.70
13.95	72.14	10.53	-0.85	0.55	9.50	0.70
14.18	64.79	9.12	2.80	0.61	7.75	0.71
14.29	53.58	8.96	7.92	0.70	6.00	0.71
14.57	76.15	10.69	2.60	0.58	8.50	0.71
14.66	33.87	9.99	14.13	0.76	5.25	0.70
14.69	59.84	8.02	9.96	0.67	6.75	0.71
14.91	57.82	8.52	7.42	0.64	7.25	0.70
14.92	27.81	11.54	12.09	0.79	4.75	0.70
15.20	69.70	11.91	1.98	0.58	8.75	0.70
15.26	48.26	13.21	10.77	0.73	5.75	0.70
15.51	50.50	11.60	12.19	0.70	6.25	0.70
15.77	64.79	11.30	4.78	0.61	8.00	0.70
15.93	57.73	13.19	10.28	0.64	7.50	0.70
16.14	51.67	12.63	11.59	0.67	7.00	0.69
16.22	62.40	12.99	5.42	0.61	8.25	0.70
16.25	64.24	14.61	0.92	0.58	9.00	0.69
16.92	47.16	13.60	13.22	0.70	6.50	0.69
